Loaded 7,473 train + 1,319 test = 8,792 total rows

Loading model: Qwen/Qwen2.5-7B-Instruct
Model loaded.

── Building next_subquestion_pairs_gsm8k_v2.csv ──
  [674/8792] Generating subquestions (3 steps)...
  [675/8792] Generating subquestions (5 steps)...
  [677/8792] Generating subquestions (4 steps)...
  [678/8792] Generating subquestions (2 steps)...
  [679/8792] Generating subquestions (2 steps)...
  [680/8792] Generating subquestions (2 steps)...
  [681/8792] Generating subquestions (4 steps)...
  [682/8792] Generating subquestions (2 steps)...
  [683/8792] Generating subquestions (4 steps)...
  [684/8792] Generating subquestions (4 steps)...
  [685/8792] Generating subquestions (2 steps)...
  [686/8792] Generating subquestions (3 steps)...
  [687/8792] Generating subquestions (2 steps)...
  [688/8792] Generating subquestions (4 steps)...
  [689/8792] Generating subquestions (2 steps)...
  [690/8792] Generating subquestions (4 steps)...
  [691/8792] Generating subquestions (4 steps)...
  [693/8792] Generating subquestions (3 steps)...
  [694/8792] Generating subquestions (2 steps)...
  [695/8792] Generating subquestions (3 steps)...
  [696/8792] Generating subquestions (2 steps)...
  [698/8792] Generating subquestions (4 steps)...
  [699/8792] Generating subquestions (2 steps)...
  [700/8792] Generating subquestions (6 steps)...
  [702/8792] Generating subquestions (3 steps)...
  [703/8792] Generating subquestions (3 steps)...
  [704/8792] Generating subquestions (2 steps)...
  [705/8792] Generating subquestions (5 steps)...
  [706/8792] Generating subquestions (2 steps)...
  [707/8792] Generating subquestions (2 steps)...
  [708/8792] Generating subquestions (2 steps)...
  [709/8792] Generating subquestions (3 steps)...
  [710/8792] Generating subquestions (2 steps)...
  [711/8792] Generating subquestions (2 steps)...
  [712/8792] Generating subquestions (2 steps)...
  [713/8792] Generating subquestions (5 steps)...
  [714/8792] Generating subquestions (3 steps)...
  [715/8792] Generating subquestions (2 steps)...
  [716/8792] Generating subquestions (4 steps)...
  [717/8792] Generating subquestions (4 steps)...
  [718/8792] Generating subquestions (3 steps)...
  [719/8792] Generating subquestions (2 steps)...
  [720/8792] Generating subquestions (3 steps)...
  [721/8792] Generating subquestions (5 steps)...
  [722/8792] Generating subquestions (3 steps)...
  [723/8792] Generating subquestions (2 steps)...
  [724/8792] Generating subquestions (2 steps)...
  [725/8792] Generating subquestions (2 steps)...
  [726/8792] Generating subquestions (2 steps)...
  [727/8792] Generating subquestions (3 steps)...
  [728/8792] Generating subquestions (3 steps)...
  [729/8792] Generating subquestions (6 steps)...
  [730/8792] Generating subquestions (3 steps)...
  [731/8792] Generating subquestions (3 steps)...
  [732/8792] Generating subquestions (4 steps)...
  [733/8792] Generating subquestions (2 steps)...
  [734/8792] Generating subquestions (4 steps)...
  [735/8792] Generating subquestions (2 steps)...
  [737/8792] Generating subquestions (5 steps)...
  [738/8792] Generating subquestions (2 steps)...
  [739/8792] Generating subquestions (5 steps)...
  [740/8792] Generating subquestions (3 steps)...
  [741/8792] Generating subquestions (2 steps)...
  [742/8792] Generating subquestions (2 steps)...
  [743/8792] Generating subquestions (3 steps)...
  [744/8792] Generating subquestions (6 steps)...
  [746/8792] Generating subquestions (4 steps)...
  [748/8792] Generating subquestions (2 steps)...
  [749/8792] Generating subquestions (2 steps)...
  [750/8792] Generating subquestions (2 steps)...
  [751/8792] Generating subquestions (3 steps)...
  [752/8792] Generating subquestions (4 steps)...
  [755/8792] Generating subquestions (2 steps)...
  [756/8792] Generating subquestions (5 steps)...
  [757/8792] Generating subquestions (4 steps)...
  [758/8792] Generating subquestions (2 steps)...
  [759/8792] Generating subquestions (4 steps)...
  [760/8792] Generating subquestions (6 steps)...
  [761/8792] Generating subquestions (5 steps)...
  [762/8792] Generating subquestions (4 steps)...
  [763/8792] Generating subquestions (5 steps)...
  [764/8792] Generating subquestions (2 steps)...
  [766/8792] Generating subquestions (2 steps)...
  [767/8792] Generating subquestions (3 steps)...
  [768/8792] Generating subquestions (2 steps)...
  [769/8792] Generating subquestions (4 steps)...
  [770/8792] Generating subquestions (2 steps)...
  [771/8792] Generating subquestions (3 steps)...
  [772/8792] Generating subquestions (2 steps)...
  [774/8792] Generating subquestions (4 steps)...
  [775/8792] Generating subquestions (4 steps)...
  [776/8792] Generating subquestions (3 steps)...
  [777/8792] Generating subquestions (3 steps)...
  [778/8792] Generating subquestions (5 steps)...
  [779/8792] Generating subquestions (7 steps)...
  [780/8792] Generating subquestions (3 steps)...
  [781/8792] Generating subquestions (2 steps)...
  [782/8792] Generating subquestions (4 steps)...
  [783/8792] Generating subquestions (2 steps)...
  [784/8792] Generating subquestions (6 steps)...
  [785/8792] Generating subquestions (3 steps)...
  [786/8792] Generating subquestions (2 steps)...
  [787/8792] Generating subquestions (5 steps)...
  [788/8792] Generating subquestions (4 steps)...
  [789/8792] Generating subquestions (3 steps)...
  [790/8792] Generating subquestions (4 steps)...
  [791/8792] Generating subquestions (3 steps)...
  [792/8792] Generating subquestions (3 steps)...
  [793/8792] Generating subquestions (3 steps)...
  [794/8792] Generating subquestions (3 steps)...
  [795/8792] Generating subquestions (4 steps)...
  [796/8792] Generating subquestions (2 steps)...
  [797/8792] Generating subquestions (2 steps)...
  [798/8792] Generating subquestions (3 steps)...
  [799/8792] Generating subquestions (5 steps)...
  [800/8792] Generating subquestions (4 steps)...
  [801/8792] Generating subquestions (6 steps)...
  [802/8792] Generating subquestions (3 steps)...
  [804/8792] Generating subquestions (3 steps)...
  [805/8792] Generating subquestions (2 steps)...
  [806/8792] Generating subquestions (2 steps)...
  [807/8792] Generating subquestions (4 steps)...
  [809/8792] Generating subquestions (3 steps)...
  [810/8792] Generating subquestions (2 steps)...
  [811/8792] Generating subquestions (3 steps)...
  [812/8792] Generating subquestions (4 steps)...
  [813/8792] Generating subquestions (3 steps)...
  [814/8792] Generating subquestions (4 steps)...
  [815/8792] Generating subquestions (2 steps)...
  [816/8792] Generating subquestions (4 steps)...
  [817/8792] Generating subquestions (5 steps)...
  [818/8792] Generating subquestions (6 steps)...
  [819/8792] Generating subquestions (3 steps)...
  [820/8792] Generating subquestions (5 steps)...
  [821/8792] Generating subquestions (4 steps)...
  [822/8792] Generating subquestions (3 steps)...
  [823/8792] Generating subquestions (3 steps)...
  [824/8792] Generating subquestions (3 steps)...
  [825/8792] Generating subquestions (5 steps)...
  [826/8792] Generating subquestions (4 steps)...
  [827/8792] Generating subquestions (2 steps)...
  [828/8792] Generating subquestions (2 steps)...
  [829/8792] Generating subquestions (3 steps)...
  [830/8792] Generating subquestions (2 steps)...
  [831/8792] Generating subquestions (2 steps)...
  [832/8792] Generating subquestions (3 steps)...
  [833/8792] Generating subquestions (2 steps)...
  [835/8792] Generating subquestions (2 steps)...
  [836/8792] Generating subquestions (4 steps)...
  [837/8792] Generating subquestions (2 steps)...
  [838/8792] Generating subquestions (4 steps)...
  [839/8792] Generating subquestions (4 steps)...
  [840/8792] Generating subquestions (6 steps)...
  [841/8792] Generating subquestions (7 steps)...
  [842/8792] Generating subquestions (3 steps)...
  [843/8792] Generating subquestions (2 steps)...
  [844/8792] Generating subquestions (3 steps)...
  [845/8792] Generating subquestions (3 steps)...
  [846/8792] Generating subquestions (2 steps)...
  [847/8792] Generating subquestions (3 steps)...
  [848/8792] Generating subquestions (3 steps)...
  [849/8792] Generating subquestions (3 steps)...
  [850/8792] Generating subquestions (4 steps)...
  [851/8792] Generating subquestions (5 steps)...
  [852/8792] Generating subquestions (2 steps)...
  [853/8792] Generating subquestions (5 steps)...
  [854/8792] Generating subquestions (3 steps)...
  [855/8792] Generating subquestions (4 steps)...
  [856/8792] Generating subquestions (2 steps)...
  [857/8792] Generating subquestions (3 steps)...
  [858/8792] Generating subquestions (3 steps)...
  [859/8792] Generating subquestions (4 steps)...
  [860/8792] Generating subquestions (2 steps)...
  [861/8792] Generating subquestions (7 steps)...
  [862/8792] Generating subquestions (3 steps)...
  [863/8792] Generating subquestions (2 steps)...
  [864/8792] Generating subquestions (4 steps)...
  [865/8792] Generating subquestions (3 steps)...
  [866/8792] Generating subquestions (2 steps)...
  [867/8792] Generating subquestions (3 steps)...
  [868/8792] Generating subquestions (3 steps)...
  [871/8792] Generating subquestions (2 steps)...
  [872/8792] Generating subquestions (3 steps)...
  [873/8792] Generating subquestions (3 steps)...
  [874/8792] Generating subquestions (3 steps)...
  [876/8792] Generating subquestions (2 steps)...
  [877/8792] Generating subquestions (3 steps)...
  [878/8792] Generating subquestions (5 steps)...
  [879/8792] Generating subquestions (3 steps)...
  [880/8792] Generating subquestions (4 steps)...
  [881/8792] Generating subquestions (3 steps)...
  [882/8792] Generating subquestions (2 steps)...
  [883/8792] Generating subquestions (2 steps)...
  [884/8792] Generating subquestions (5 steps)...
  [885/8792] Generating subquestions (4 steps)...
  [886/8792] Generating subquestions (3 steps)...
  [887/8792] Generating subquestions (6 steps)...
  [888/8792] Generating subquestions (3 steps)...
  [889/8792] Generating subquestions (6 steps)...
  [890/8792] Generating subquestions (2 steps)...
  [892/8792] Generating subquestions (3 steps)...
  [893/8792] Generating subquestions (2 steps)...
  [894/8792] Generating subquestions (5 steps)...
  [896/8792] Generating subquestions (3 steps)...
  [897/8792] Generating subquestions (4 steps)...
  [898/8792] Generating subquestions (2 steps)...
  [899/8792] Generating subquestions (3 steps)...
  [900/8792] Generating subquestions (2 steps)...
  [901/8792] Generating subquestions (3 steps)...
  [902/8792] Generating subquestions (2 steps)...
  [903/8792] Generating subquestions (3 steps)...
  [904/8792] Generating subquestions (4 steps)...
  [905/8792] Generating subquestions (2 steps)...
  [906/8792] Generating subquestions (2 steps)...
  [907/8792] Generating subquestions (2 steps)...
  [908/8792] Generating subquestions (4 steps)...
  [909/8792] Generating subquestions (5 steps)...
  [910/8792] Generating subquestions (5 steps)...
  [911/8792] Generating subquestions (3 steps)...
  [912/8792] Generating subquestions (4 steps)...
  [913/8792] Generating subquestions (5 steps)...
  [914/8792] Generating subquestions (2 steps)...
  [915/8792] Generating subquestions (3 steps)...
  [916/8792] Generating subquestions (3 steps)...
  [917/8792] Generating subquestions (5 steps)...
  [918/8792] Generating subquestions (3 steps)...
  [919/8792] Generating subquestions (3 steps)...
  [920/8792] Generating subquestions (4 steps)...
  [921/8792] Generating subquestions (4 steps)...
  [922/8792] Generating subquestions (4 steps)...
  [923/8792] Generating subquestions (7 steps)...
  [924/8792] Generating subquestions (2 steps)...
  [925/8792] Generating subquestions (3 steps)...
  [926/8792] Generating subquestions (2 steps)...
  [927/8792] Generating subquestions (5 steps)...
  [928/8792] Generating subquestions (2 steps)...
  [929/8792] Generating subquestions (3 steps)...
  [930/8792] Generating subquestions (5 steps)...
  [931/8792] Generating subquestions (4 steps)...
  [932/8792] Generating subquestions (3 steps)...
  [933/8792] Generating subquestions (2 steps)...
  [934/8792] Generating subquestions (4 steps)...
  [935/8792] Generating subquestions (2 steps)...
  [936/8792] Generating subquestions (2 steps)...
  [937/8792] Generating subquestions (2 steps)...
  [938/8792] Generating subquestions (2 steps)...
  [939/8792] Generating subquestions (7 steps)...
  [940/8792] Generating subquestions (6 steps)...
  [941/8792] Generating subquestions (3 steps)...
  [942/8792] Generating subquestions (2 steps)...
  [943/8792] Generating subquestions (3 steps)...
  [944/8792] Generating subquestions (3 steps)...
  [945/8792] Generating subquestions (2 steps)...
  [946/8792] Generating subquestions (2 steps)...
  [947/8792] Generating subquestions (5 steps)...
  [948/8792] Generating subquestions (3 steps)...
  [949/8792] Generating subquestions (2 steps)...
  [950/8792] Generating subquestions (2 steps)...
  [951/8792] Generating subquestions (5 steps)...
  [952/8792] Generating subquestions (3 steps)...
  [953/8792] Generating subquestions (2 steps)...
  [954/8792] Generating subquestions (3 steps)...
  [955/8792] Generating subquestions (2 steps)...
  [956/8792] Generating subquestions (2 steps)...
  [957/8792] Generating subquestions (2 steps)...
  [958/8792] Generating subquestions (2 steps)...
  [959/8792] Generating subquestions (3 steps)...
  [961/8792] Generating subquestions (3 steps)...
  [962/8792] Generating subquestions (4 steps)...
  [963/8792] Generating subquestions (2 steps)...
  [964/8792] Generating subquestions (4 steps)...
  [966/8792] Generating subquestions (2 steps)...
  [967/8792] Generating subquestions (2 steps)...
